# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\SpritesTank.png	255	255	255
10	textures\tankAndMain.png	0	136	255
20	textures\bbox.png	237	38	26
90	textures\enemies-1.png	255	0	255
30	textures\itemsandobjects.png	176	224	248 
70	textures\area2.png	255	255	255
80	textures\over_word.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#===============BACKGROUND-AREA2==============
1	400	1206	2	224	96
1	656	1206	2	224	96
1	910	1206	2	224	96
1	1168	1206	2	367	96
1	0	1462	2	112	96
1	144	1462	2	480	96
1	656	1462	2	736	96
1	1424	1462	2	111	96
1	0	1718	2	367	96
1	400	1718	2	224	96
1	656	1718	2	224	96
1	910	1718	2	625	96
#--- trap ---
8	30	790	2	200	35
8	30	915	2	80	35
8	140	900	2	85	50
8	140	885	2	50	15
8	90	850	2	70	50
8	30	825	2	35	100
8	190	825	2	35	50
#--- trap ---2
8	800	790	2	80	80
8	830	855	2	100	50
8	800	900	2	30	50
8	800	920	2	200	30
8	930	900	2	30	30
8	960	790	2	30	130
8	910	790	2	80	30
#--- trap ---3
8	545	536	2	47	78
8	592	536	2	15	30
8	607	536	2	66	14
8	673	536	2	15	30
8	689	536	2	44	159
8	673	631	2	15	64
8	655	647	2	18	48
8	607	647	2	16	48
8	592	631	2	15	64
8	543	647	2	17	48
#--- trap ---4
8	1055	1045	2	80	63
8	1055	1109	2	33	96
8	1166	1045	2	80	63
8	1183	1111	2	63	28
8	1119	1140	2	127	32
8	1166	1173	2	80	32
#--- trap ---5
8	290	1300	2	78	65
8	290	1365	2	60	95
8	350	1430	2	63	30
8	417	1415	2	63	45
8	400	1300	2	80	65
8	415	1365	2	65	15
#--- trap ---6
8	800	1300	2	80	65
8	800	1365	2	17	15
8	912	1300	2	68	65
8	975	1365	2	15	15
8	800	1415	2	17	15
8	800	1430	2	190	32
8	975	1415	2	25	15
8	863	1395	2	127	35
#--- trap ---7
8	30	1555	2	80	18
8	145	1555	2	78	35
8	175	1590	2	48	47
8	64	1604	2	96	33
8	30	1670	2	193	48
#--- trap ---8
8	544	1557	2	81	63
8	574	1620	2	51	32
8	544	1652	2	81	66
8	656	1557	2	18	161
8	674	1557	2	29	33
8	674	1620	2	29	33
8	674	1684	2	29	33
8	703	1557	2	33	161
#--- trap ---9
8	800	1813	2	80	64
8	800	1877	2	17	16
8	800	1927	2	17	12
8	800	1939	2	191	36
8	976	1925	2	15	15
8	976	1877	2	15	15
8	912	1812	2	79	65
#--- trap ---10
8	1312	1559	2	63	61	
8	1312	1622	2	17	16
8	1376	1559	2	17	94
8	1394	1588	2	45	65
8	1312	1671	2	16	46
8	1329	1685	2	143	32
8	1471	1559	2	32	158
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	60	60	0	100	100	15
