# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\SpritesTank.png	0	136	255
10	textures\tankAndMain.png	0	136	255
20	textures\bbox.png	237	38	26
90	textures\enemies-1.png	255	0	255
30	textures\itemsandobjects.png	176	224	248 
72	textures\area2.png	255	255	255
80	textures\UI.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#UI
1	0	16	2	32	464
1	480	16	2	32	464
1	32	464	2	80	16
1	32	400	2	64	64
1	144	464	2	94	16
1	272	464	2	208	16
1	96	416	2	32	16
1	256	416	2	32	16
1	448	416	2	32	16
1	288	336	2	64	128
1	128	352	2	128	16
1	160	272	2	64	120
1	416	352	2	32	16
1	400	336	2	16	64
1	352	336	2	16	64
1	368	352	2	32	48
1	448	288	2	32	16
1	32	144	2	64	128
1	96	208	2	256	64
1	32	160	2	96	16
1	128	96	2	320	16
1	160	112	2	256	32
1	352	144	2	64	128
1	416	224	2	32	16
1	448	160	2	32	16
1	160	80	2	80	16
1	272	80	2	32	16
1	336	80	2	80	16
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#Section_H
50	32	112	0	64	142	14
#Section_J
50	32	368	0	64	400	15

# WORMS
9	110.0	0	6

# UI
40	100	100	99
