# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\SpritesTank.png	0	136	255
10	textures\tankAndMain.png	0	136	255
20	textures\bbox.png	237	38	26
90	textures\enemies-1.png	255	0	255
30	textures\itemsandobjects.png	176	224	248 
70	textures\Section_F.png	255	255	255
80	textures\UI.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#UI
931	90043	100
# ==== MINES =========
932	90044	100	90045	100
# ==== TRAP =========
701	30001	100
#
# ==== UI =========
1000	10200	100
1001	10201	100
1002	10202	100
1003	10203	100
1004	10204	100
1005	10205	100
1006	10206	100
1007	10207	100
1008	10208	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#===== BACKGROUND ==========
19	700

# BRICK 
2	601
# ITEMS
3	603
#SOPHIA
7	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	499
# JASON
1	500	501	502	506	504	505	503	507	508	509	599
# WORMS
9	900	901
# Bullet
6	800	801	802	803	804	805	806	807
#TRAP
8	701
# INSECT
12	914	915
# SKULLS
15	928	929	930	931
# MINES
16	932
# JUMPERS
32	910	911	912	913
# ORBS
34	916	917	918	919	920	921
#UI
99	1000	1001	1002	1003	1004	1005	1006	1007	1008
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 19 = BACKGROUND, 9 = WORMS
#====== BACKGROUND =======
19	0	0	19

# BULLET
#6	30	124	8
# BRICK 
# --- platform (hint: I created the list using Excel!) ----
# type	x	y	ani_set_id	BBOX_WITH   BB_HEIGHT  
1	0	1298	2	400	20 
1	0	1248	2	120	25  
1	315	1248	2	80	25  
1	0	1200	2	70	25 
1	120	1200	2	190	25 
1	120	1128	2	25	100
1	170	1152	2	45	25 
1	0	1105	2	165	25
1	218	1105	2	170	25
1	0	1058	2	75	25
1	315	1058	2	80	25  
1	218	1033	2	25	90  
1	73	1010	2	120	25 
1	170	1010	2	140	25 
1	315	961	2	80	25  
1	0	913	2	170	25
1	220	913	2	90	25
1	0	866	2	120	25
1	268	866	2	120	25
1	0	818	2	80	25
1	72	818	2	25	70
1	120	818	2	145	25
1	315	818	2	70	25
1	0	768	2	120	25
1	215	768	2	50	25
1	75	721	2	145	25
1	268	721	2	120	25
1	120	651	2	25	180
1	0	673	2	75	25
1	315	673	2	50	25
1	0	625	2	220	25
1	270	625	2	40	25
1	0	578	2	50	25
1	73	528	2	50	25
1	170	528	2	45	25
1	218	481	2	145	25
1	0	433	2	210	25
1	315	433	2	45	25
1	73	385	2	45	25
1	0	336	2	75	25
1	218	336	2	150	25
1	120	336	2	50	25
1	268	288	2	50	25
1	0	240	2	70	25
1	120	240	2	140	25
1	315	240	2	50	25
1	170	193	2	50	25
1	218	142	2	90	25
1	0	98	2	75	25
1	170	98	2	50	25
1	315	98	2	50	25
1	315	48	2	50	25
1	0	-2	2	400	20 
1	0	-2	2	25	1300
1	360	-2	2	25	1300 
#TRAP
8	70	240	2	50	25
8	170	336	2	50	25
8	120	528	2	50	25
8	220	625	2	50	25
8	170	913	2	50	25
8	120	1010	2	50	25 
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2
# MARIO
7	310	830	7
0	100	550	1
# WORMS
9	110.0	0	6
#========== INSECT ==============
33	270	770	12	0.05	0.1
33	150	870	12	0.05	0.1
33	160	680	12	0.05	0.1
33	240	280	12	0.05	0.1
33	320	280	12	0.05	0.1
# SKULLS
#36	280	450	15	-0.05
# MINES
37	280	615	16
37	180	615	16
37	170	518	16

# JUMPERS // 1 -> right // -1 -> left
32	240	215	32	0.05
32	320	215	32	0.05
32	250	120	32	0.05

# ORBS // 0 -> normal // 1 -> fly to
34	50	200	34	0.05	0

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#section H
50	338	72	0	360	96	14
#section G
50	338	456	0	360	480	13
#section D
50	338	840	0	360	862	26
#section L
50	24	1224	0	48	1248	16

# UI
40	100	100	99
