# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\SpritesTank.png	0	136	255
10	textures\tankAndMain.png	0	136	255
20	textures\bbox.png	237	38	26
90	textures\enemies-1.png	255	0	255
30	textures\itemsandobjects.png	176	224	248 
70	textures\area2.png	255	255	255

# id	left	top	right	bottom	texture_id
[SPRITES]
#===============BACKGROUND-AREA2==============
1	96	816	2	64 	32
1	224	816	2	192 	32
1	320	848	2	32 	96
1	416	752	2	64	32
1	32	752	2	64	32
1	96	688	2	320 	32
1	256	720	2	32 	96
1	416	624	2	64	32
1	32	560	2	192	32
1	288	560	2	128	32
1	32	496	2	64	32
1	96	432	2	256	32
1	352	368	2	64	32
1	32	304	2	320	32
1	96	240	2	384	32
1	32	176	2	128	32
1	352	176	2	128	32
1	96	112	2	256	32
1	416	112	2	64	32
1	256	144	2	32 	96
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2
# MARIO
7	300	50	7
0	50.0	0	1
# WORMS
30	250	295	9
# DOMES
31	150	95	31	0.05	0.1
31	200	95	31	0.05	0.1
31	250	95	31	0.05	0.1
# FLOATERS // vx, vy
35	120	1110	35	0.03	0.05
35	120	1140	35	0.03	0.05
35	120	1180	35	0.03	0.05
# JUMPERS // 1 -> right // -1 -> left
32	50	985	32	0.05
32	300	1048	32	0.05
# INSECT // 1 -> right // -1 -> left
33	250	620	33	0.05
33	330	480	33	0.05

# ORBS // 0 -> normal // 1 -> fly to
34	50	335	34	0.05	0

# --- SCENE PORTAL ----
# type	left	top	ani_set_id	right	bottom	scene_id
#Section_C
50	464	144	0	480	176	10
#Section_A
50	32	1168	0	48	1200	7
#Section_E
50	452	880	0	486	916	11
