# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\SpritesTank.png	0	136	255
10	textures\tankAndMain.png	0	136	255
20	textures\bbox.png	237	38	26
90	textures\enemies-1.png	255	0	255
30	textures\itemsandobjects.png	176	224	248 
70	textures\area2.png	255	255	255
80	textures\UI.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#UI
908	90017	100	90018	100
# left
909	90019	100	90020	100

# == wait fighting ==
# up
990	90013	100
# right
991	90007	100
# down
992	90009	100
# left
993	90015	100

# ==== INSECT =========
# walking left
914	90027	100	90028	100
# walking right
915	90029	100	90030	100


# ==== BRICK =========
601	20001	100

# ==== QUESTION MARK BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100

# === ITEMS =========
603	60001	100

# ==== WORMS =========
#walk right
900	90001	100	90002	100
#walk left
901	90003	100	90004	100
# ==== TRAP =========
701	30001	100
# ==== UI =========
1000	10200	100
1001	10201	100
1002	10202	100
1003	10203	100
1004	10204	100
1005	10205	100
1006	10206	100
1007	10207	100
1008	10208	100
# ==== FLOATERS =========
922	90036	100
923	90037	100
924	90038	100
925	90039	100
926	90040	100
927	90041	100
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
#===== BACKGROUND ==========
19	700
# JASON
1	500	501	502	506	504	505	503	507	508	509	599
# BRICK 
2	601
# ITEMS
3	603
# Bullet
6	800	801	802	803	804	805	806	807
#SOPHIA
7	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	499
# WORMS
9	900	901
# DOMES
10	902	903	904	905	906	907	908	909	990	991	992	993
# FLOATERS
11	922	923	924	925	926	927
35	922	923	924	925	926	927
# INSECT
12	914	915
#TRAP
8	701


#UI
99	1000	1001	1002	1003	1004	1005	1006	1007	1008
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 19 = BACKGROUND, 9 = WORMS, 31 = DOMES
#====== BACKGROUND =======
19	0	0	19
# MARIO
7	50	0	7
0	50.0	1000	1
# BULLET
#6	30	124	8

#========== WORMS ==============
30	150	50	9
30	250	50	9
30	500	50	9
30	850	50	9
30	920	50	9


# DOMES
31	200	32	10	0.05	0.1
31	150	100	10	0.05	0.1

#========== INSECT ==============
#33	200	32	12	0.05	0.1

#========== FLOATERS ==============
35	600	50	11	0.03	0.05
35	850	50	11	0.03	0.05
35	920	50	11	0.03	0.05

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
# type	x	y	ani_set_id	BBOX_WITH   BB_HEIGHT  
1	0	160	2	316	16
1	-16	0	2	16	240
1	1024	0	2	16	240
1	380	160	2	130	16
1	575	160	2	130	16
1	768	160	2	256	16
1	768	160	2	256	16
1	0	0	2	1050	32
1	50	0	2	30	65
1	113	0	2	30	80
1	175	0	2	30	65
1	240	0	2	30	110
1	305	0	2	30	80
1	370	0	2	30	65
1	433	0	2	30	65
1	496	0	2	30	80
1	561	0	2	30	65
1	624	0	2	30	110
1	688	0	2	30	65
1	752	0	2	30	65
1	817	0	2	30	80
1	880	0	2	30	110
#--- trap ---
8	0	224	2	1008	16

# --- SCENE PORTAL ----
# type	left	top	ani_set_id	right	bottom	scene_id
50	978	98	0	984	150	18

# UI
40	0	100	99
